,Site - Sales Organization (Code),Site - Sales Organization (Text),Site No,Site Name,EDI Number,Street Name,Town,State,Post Code,Store Mgr,Telephone,Fax Number,Store opened,Liquor License,Address,Location,Point
292,1005,Woolworths Smkt,1392,Bulli,9300633013929,Cnr Princes Highway and Molloy Street,Bulli,New South Wales,2516,,02 4276 6040,,18.11.2015,,"Cnr Princes Highway and Molloy Street, Bulli, New South Wales 2516 Australia","Princes Hwy & Molloy St, Bulli, Wollongong, New South Wales, 2516","(-34.33670948443571, 150.91170320696148, 0.0)"
293,1005,Woolworths Smkt,1393,Brookvale Customer Fulfilment Cntre,9300633013936,114 - 120 Old Pittwater Rd,Brookvale,New South Wales,2100,,02 8565 9377,,05.01.2018,,"114 - 120 Old Pittwater Rd, Brookvale, New South Wales 2100 Australia","120 Old Pittwater Rd, Brookvale, Sydney, New South Wales, 2100","(-33.765200764762795, 151.26175949874414, 0.0)"
294,1005,Woolworths Smkt,1397,Morisset,9300633013974,"Cnr Dora, Yamba and Doyalson Sts",Morisset,New South Wales,2264,,02 4978 2405,,18.11.2010,,"Cnr Dora, Yamba and Doyalson Sts, Morisset, New South Wales 2264 Australia","Yambo St & Doyalson St, Morisset, New South Wales, 2264","(-33.108655006209695, 151.4851950115921, 0.0)"
295,1005,Woolworths Smkt,1400,Auburn,9300633014001,Cnr Queen and Park Streets,Auburn,New South Wales,2144,Darren Dornan,02 8565 9230,,22.06.2004,,"Cnr Queen and Park Streets, Auburn, New South Wales 2144 Australia","Queen St & Park Rd, Auburn, Sydney, New South Wales, 2144","(-33.84928499993369, 151.03073002352878, 0.0)"
296,1005,Woolworths Smkt,1401,Jindabyne Supermarket,9300633014018,"Shop 1, Nuggets Crossing",Jindabyne,New South Wales,2627,Jason Hale,02 6448 8000,,20.07.2007,,"Shop 1, Nuggets Crossing, Jindabyne, New South Wales 2627 Australia",Nuggets Crossing,"(-36.41452999999996, 148.6210900000001, 0.0)"
297,1005,Woolworths Smkt,1402,Revesby,9300633014025,Cnr Marco and Polo Avenues,Revesby,New South Wales,2212,Geoff Gray,02 8709 4324,,02.12.2001,,"Cnr Marco and Polo Avenues, Revesby, New South Wales 2212 Australia","Marco Ave & Polo St, Revesby, Sydney, New South Wales, 2212","(-33.95232998018727, 151.01210996090066, 0.0)"
298,1005,Woolworths Smkt,1407,Jerrabomberra,9300633014070,"Shop 6, 2 Limestone Drive",Jerrabomberra,New South Wales,2619,Greg Boyle,02 6132 9855,,25.03.2002,,"Shop 6, 2 Limestone Drive, Jerrabomberra, New South Wales 2619 Australia","2 Limestone Dr, Shop 6, Jerrabomberra, Queanbeyan, New South Wales, 2619","(-35.38133856625358, 149.20041682627073, 0.0)"
299,1005,Woolworths Smkt,1409,Roselands SM,9300633014094,Roselands Drive,Roselands,New South Wales,2196,,02 8565 9393,,30.10.2019,,"Roselands Drive, Roselands, New South Wales 2196 Australia","Roselands Dr, Roselands, Sydney, New South Wales, 2196","(-33.936278493415905, 151.0688712385809, 0.0)"
300,1005,Woolworths Smkt,1410,Aberglasslyn  SM,9300633014100,Cnr Aberglasslyn Rd and Mckeachie Dr,Aberglasslyn,New South Wales,2320,,02 4015 6350,,11.11.2014,,"Cnr Aberglasslyn Rd and Mckeachie Dr, Aberglasslyn, New South Wales 2320 Australia","Aberglasslyn Rd & McKeachie Dr, Aberglasslyn, Maitland, New South Wales, 2320","(-32.70243499553876, 151.53913498927798, 0.0)"
301,1005,Woolworths Smkt,1412,Eastgardens,9300633014124,"Eastgardens S/c, 152 Bunnerong Road",Pagewood,New South Wales,2036,Matthew Baveas,02 8565 9233,,31.10.2002,,"Eastgardens S/c, 152 Bunnerong Road, Pagewood, New South Wales 2036 Australia","152 Bunnerong Rd, Pagewood, Sydney, New South Wales, 2035","(-33.93624913130712, 151.23000247926916, 0.0)"
302,1005,Woolworths Smkt,1413,Toongabbie,9300633014131,Cnr Junia Avenue and Cornelia Road,Toongabbie,New South Wales,2146,Trevor Ward,02 8633 2934,,11.12.2007,,"Cnr Junia Avenue and Cornelia Road, Toongabbie, New South Wales 2146 Australia","Junia Ave & Cornelia Rd, Toongabbie, Sydney, New South Wales, 2146","(-33.78704999749877, 150.94897000628941, 0.0)"
303,1005,Woolworths Smkt,1416,Double Bay,9300633014162,"Dock 1, Cnr Kiaora Lane and Kiaora Rd",Double Bay,New South Wales,2028,,02 8736 7472,,05.06.2014,,"Dock 1, Cnr Kiaora Lane and Kiaora Rd, Double Bay, New South Wales 2028 Australia","Kiaora Ln & Kiaora Rd, Double Bay, Sydney, New South Wales, 2028","(-33.87761000724398, 151.24475999327598, 0.0)"
304,1005,Woolworths Smkt,1419,Canberra Airport,9300633014193,18-28 Spitfire Avenue,Majura Park,Aust Capital Terr,2609,,02 6132 9860,,29.03.2012,,"18-28 Spitfire Avenue, Majura Park, Aust Capital Terr 2609 Australia","18 Spitfire Ave, Canberra Airport, Canberra, Australian Capital Territory, 2609","(-35.29791283954939, 149.18788924990966, 0.0)"
305,1005,Woolworths Smkt,1422,Norwest - Circa Shopping Centre,9300633014223,1 Circa Boulevarde,Bella Vista,New South Wales,2153,Domenic Ammendolia,02 9677 6408,,18.05.2009,,"1 Circa Boulevarde, Bella Vista, New South Wales 2153 Australia","1 Circa Boulevarde, Bella Vista, Sydney, New South Wales, 2153","(-33.746278199249076, 150.95221992160765, 0.0)"
306,1005,Woolworths Smkt,1431,Bermagui SM,9300633014315,1-9 Young St,Bermagui,New South Wales,2546,,02 6497 8900,,31.03.2015,,"1-9 Young St, Bermagui, New South Wales 2546 Australia","9 Young St, Bermagui, New South Wales, 2546","(-36.42712721934432, 150.07925420825788, 0.0)"
307,1005,Woolworths Smkt,1434,Macksville,9300633014346,Cnr Boundary St and Giinagay Way,Macksville,New South Wales,2447,David Bryant,02 6598 4103,,25.02.2010,,"Cnr Boundary St and Giinagay Way, Macksville, New South Wales 2447 Australia","Boundary St & Giinagay Way, Macksville, New South Wales, 2447","(-30.7131600103868, 152.92155000051554, 0.0)"
308,1005,Woolworths Smkt,1436,Culburra Beach,9300633014360,8-22 Weston Street,Culburra,New South Wales,2540,Chris Andrievski,02 4448 2506,,18.04.2011,,"8-22 Weston Street, Culburra, New South Wales 2540 Australia","22 Weston St, Culburra Beach, Culburra Beach - Orient Point, New South Wales, 2540","(-34.93008661313452, 150.7569941649013, 0.0)"
309,1005,Woolworths Smkt,1442,Mascot,9300633014421,Cnr Church Ave and Kent Rd,Mascot,New South Wales,2020,,02 8565 9333,,27.04.2016,,"Cnr Church Ave and Kent Rd, Mascot, New South Wales 2020 Australia","Church Ave & Kent Rd, Mascot, Sydney, New South Wales, 2020","(-33.921799987518135, 151.18432999178037, 0.0)"
310,1005,Woolworths Smkt,1446,Wellington,9300633014469,81 Arthur Street,Wellington,New South Wales,2820,Robert Harris,02 6845 5100,,23.06.2007,,"81 Arthur Street, Wellington, New South Wales 2820 Australia","81 Arthur St, Wellington, New South Wales, 2820","(-32.55511110301833, 148.9442273922936, 0.0)"
311,1005,Woolworths Smkt,1470,Shellharbour Stocklands,9300633014704,Lake Entrance Road,Shellharbour City,New South Wales,2529,Drew Burns,02 4276 6035,,06.12.2012,,"Lake Entrance Road, Shellharbour City, New South Wales 2529 Australia","Lake Entrance Rd, Mount Warrigal, Oak Flats, New South Wales, 2529","(-34.55885969463096, 150.84381449518042, 0.0)"
312,1005,Woolworths Smkt,1472,Dee Why,9300633014728,37 Howard Avenue,Dee Why,New South Wales,2099,,02 8565 9384,,24.11.2018,,"37 Howard Avenue, Dee Why, New South Wales 2099 Australia","37 Howard Av, Dee Why, Sydney, New South Wales, 2099","(-33.7532589415802, 151.28974021938154, 0.0)"
313,1005,Woolworths Smkt,1479,Minto Mall,9300633014797,10 Brookfield Rd,Minto,New South Wales,2566,,02 8785 3670,,19.12.2013,,"10 Brookfield Rd, Minto, New South Wales 2566 Australia","10 Brookfield Rd, Minto, Sydney, New South Wales, 2566","(-34.0299879359221, 150.8500057975063, 0.0)"
314,1005,Woolworths Smkt,1495,Medowie,9300633014957,39-47 Ferodale Road,Medowie,New South Wales,2318,,02 4919 5019,,12.06.2014,,"39-47 Ferodale Road, Medowie, New South Wales 2318 Australia","47 Ferodale Rd, Medowie, New South Wales, 2318","(-32.74125179869181, 151.86809556180054, 0.0)"
315,1005,Woolworths Smkt,1556,Cranebrook SM,9300633015565,80 - 98 Borrowdale Way,Cranebrook,New South Wales,2749,Russell Fatt,02 4723 2519,,06.12.2016,,"80 - 98 Borrowdale Way, Cranebrook, New South Wales 2749 Australia","80 Borrowdale Way, Cranebrook, Sydney, New South Wales, 2749","(-33.71999213179573, 150.71001309468875, 0.0)"
316,1005,Woolworths Smkt,1557,Bondi Junction,9300633015572,"Westfield S/c, 530 Oxford Street",Bondi Junction,New South Wales,2022,Alan Spencer,02 8565 9239,,20.11.2003,,"Westfield S/c, 530 Oxford Street, Bondi Junction, New South Wales 2022 Australia","530 Oxford St, Bondi Junction, Sydney, New South Wales, 2022","(-33.891415169412, 151.25081533158703, 0.0)"
317,1005,Woolworths Smkt,1561,Kellyville North,9300633015619,Cnr Withers and Hezlett Roads,North Kellyville,New South Wales,2155,,02 9677 6468,,11.07.2017,,"Cnr Withers and Hezlett Roads, North Kellyville, New South Wales 2155 Australia","Withers Rd & Hezlett Rd, North Kellyville, Sydney, New South Wales, 2155","(-33.68522001601999, 150.95255000095466, 0.0)"
318,1005,Woolworths Smkt,1572,Lake Munmorah,9300633015725,Tall Timbers Road,Lake Munmorah,New South Wales,2259,Darren Stanbury,02 4356 4510,,25.07.2013,,"Tall Timbers Road, Lake Munmorah, New South Wales 2259 Australia","Tall Timbers Rd, Lake Munmorah, Central Coast, New South Wales, 2259","(-33.18622000663831, 151.55780002081661, 0.0)"
319,1005,Woolworths Smkt,1573,Balgowlah (Manly Vale),9300633015732,17 - 31 Roseberry St,Balgowlah,New South Wales,2093,,02 8565 9291,,25.03.2013,,"17 - 31 Roseberry St, Balgowlah, New South Wales 2093 Australia","31 Roseberry St, Balgowlah, Sydney, New South Wales, 2093","(-33.787628977460614, 151.26732550154782, 0.0)"
320,1005,Woolworths Smkt,1574,Lisarow,9300633015749,Pacific Highway,Lisarow,New South Wales,2250,,02 4343 9721,,22.06.2016,,"Pacific Highway, Lisarow, New South Wales 2250 Australia","Pacific Hwy, Lisarow, Central Coast, New South Wales, 2250","(-33.37725163001693, 151.37458670399343, 0.0)"
321,1005,Woolworths Smkt,1579,Kirrawee,9300633015794,28-34 Flora St,Kirrawee,New South Wales,2232,Russell Hayes,02 8522 7738,,23.06.2021,,"28-34 Flora St, Kirrawee, New South Wales 2232 Australia","34 Flora St, Kirrawee, Sydney, New South Wales, 2232","(-34.03446651251729, 151.07317581357114, 0.0)"
322,1005,Woolworths Smkt,1598,Lidcombe,9300633015985,Cnr Parramatta and Nyrang Rds,Lidcombe,New South Wales,2144,,02 8565 9330,,20.08.2015,,"Cnr Parramatta and Nyrang Rds, Lidcombe, New South Wales 2144 Australia","Parramatta Rd & Nyrang St, Lidcombe, Sydney, New South Wales, 2141","(-33.848159980889484, 151.0483000013271, 0.0)"
323,1005,Woolworths Smkt,1603,Spring Farm,9300633016036,Cnr Springs and Richardson Roads,Spring Farm,New South Wales,2570,,02 4651 4403,,25.05.2016,,"Cnr Springs and Richardson Roads, Spring Farm, New South Wales 2570 Australia","Springs Rd & Richardson Rd, Spring Farm, Sydney, New South Wales, 2570","(-34.07195000633222, 150.7344399721988, 0.0)"
324,1005,Woolworths Smkt,1607,Cherrybrook Village,9300633016074,"Shop 17, Shepherds Drive",Cherrybrook,New South Wales,2126,Kyle Austin,02 9450 6715,,24.08.2001,,"Shop 17, Shepherds Drive, Cherrybrook, New South Wales 2126 Australia","17 Shepherds Dr, Cherrybrook, Sydney, New South Wales, 2126","(-33.72290739417656, 151.03976485952748, 0.0)"
325,1005,Woolworths Smkt,1609,Greenway Village SM,9300633016098,799 Richmond Road,Colebee,New South Wales,2761,,02 9677 6471,,16.05.2017,,"799 Richmond Road, Colebee, New South Wales 2761 Australia","799 Richmond Rd, Colebee, New South Wales, 2761","(-33.72392588468451, 150.84921001961885, 0.0)"
326,1005,Woolworths Smkt,1614,Burwood Plaza,9300633016142,"Shop 6, 42-50 Railway Parade",Burwood,New South Wales,2134,Shane Hanlon,02 8565 9242,,30.07.2001,,"Shop 6, 42-50 Railway Parade, Burwood, New South Wales 2134 Australia","42-50 Railway Pde, Burwood, Sydney, New South Wales, 2134","(-33.87765778409208, 151.10229580248813, 0.0)"
327,1005,Woolworths Smkt,1615,Sylvania,9300633016159,Cnr Princes Hwy and Port Hacking Road,Sylvania,New South Wales,2224,Frances Carney,02 8522 7721,,06.08.2001,,"Cnr Princes Hwy and Port Hacking Road, Sylvania, New South Wales 2224 Australia","Princes Hwy & Port Hacking Rd, Sylvania, Sydney, New South Wales, 2224","(-34.00805999711531, 151.10560003253892, 0.0)"
328,1005,Woolworths Smkt,1621,Warriewood,9300633016210,Cnr Jacksons and Boondale Roads,Warriewood,New South Wales,2102,Robert Sydor,02 9450 6718,,18.10.2001,,"Cnr Jacksons and Boondale Roads, Warriewood, New South Wales 2102 Australia","Jacksons Rd & Boondah Rd, Warriewood, Sydney, New South Wales, 2102","(-33.69741000640086, 151.29899501395363, 0.0)"
329,1005,Woolworths Smkt,1624,Strathfield Plaza,9300633016241,"Shop 19, 11 The Boulevard",Strathfield,New South Wales,2135,Mohammad Khedri,02 8565 9245,,21.08.2001,,"Shop 19, 11 The Boulevard, Strathfield, New South Wales 2135 Australia","11 The Boulevarde, Shop 19, Strathfield, Sydney, New South Wales, 2135","(-33.873009264410015, 151.09317721384258, 0.0)"
330,1005,Woolworths Smkt,1625,Emerton,9300633016258,Cnr Jersey Road and Bunting Street,Emerton,New South Wales,2770,Michael Chacksfield,02 9677 6453,,08.11.2001,,"Cnr Jersey Road and Bunting Street, Emerton, New South Wales 2770 Australia","Jersey Rd & Bunting St, Emerton, Sydney, New South Wales, 2770","(-33.742919989741836, 150.8082599801981, 0.0)"
331,1005,Woolworths Smkt,1632,Figtree,9300633016326,Cnr Princes Highway and The Avenue,Figtree,New South Wales,2525,Milvi Bamber,02 4276 6030,,22.10.2001,,"Cnr Princes Highway and The Avenue, Figtree, New South Wales 2525 Australia","Princes Hwy & The Avenue, Figtree, Wollongong, New South Wales, 2525","(-34.43566999604724, 150.86123000404854, 0.0)"
332,1005,Woolworths Smkt,1633,Shell Cove Town Centre,9300633016333,100 Cove Boulevard,Shell Cove,New South Wales,2529,,02 4276 6043,,01.06.2018,,"100 Cove Boulevard, Shell Cove, New South Wales 2529 Australia","100 Cove Bvd, Shell Cove, Wollongong, New South Wales, 2529","(-34.590477628908346, 150.86025837383244, 0.0)"
333,1005,Woolworths Smkt,1634,Lake Haven,9300633016340,"Lake Haven S/c, Lake Haven Drive",Lake Haven,New South Wales,2263,Tim Burr,02 4356 4507,,03.10.2001,,"Lake Haven S/c, Lake Haven Drive, Lake Haven, New South Wales 2263 Australia","Lake Haven Dr, Lake Haven, Central Coast, New South Wales, 2263","(-33.24585366112686, 151.49805608464163, 0.0)"
334,1005,Woolworths Smkt,1641,Bomaderry SM,9300633016418,320 Princes Highway,Bomaderry,New South Wales,2541,,02 4448 2512,,05.08.2020,,"320 Princes Highway, Bomaderry, New South Wales 2541 Australia","320 Princes Hwy, Bomaderry, Nowra - Bomaderry, New South Wales, 2541","(-34.84441031927448, 150.59582332642555, 0.0)"
335,1005,Woolworths Smkt,1643,Prestons,9300633016432,1975-1985 Camden Valley Way,Prestons,New South Wales,2170,,02 8785 3654,,06.12.2018,,"1975-1985 Camden Valley Way, Prestons, New South Wales 2170 Australia","1985 Camden Valley Way, Prestons, Sydney, New South Wales, 2170","(-33.952391461447064, 150.85588385856516, 0.0)"
336,1005,Woolworths Smkt,1645,St Marys,9300633016456,"Shop 302, Charles Hackett Drive",St Marys,New South Wales,2760,David Crellin,02 9677 6456,,25.10.2001,,"Shop 302, Charles Hackett Drive, St Marys, New South Wales 2760 Australia","Charles Hackett Dr, St Marys, Sydney, New South Wales, 2760","(-33.76597309307347, 150.76978838567757, 0.0)"
337,1005,Woolworths Smkt,1646,Green Valley,9300633016463,Wilson Road,Hinchinbrook,New South Wales,2168,Trish Zhiri,02 8785 3642,,01.11.2001,,"Wilson Road, Hinchinbrook, New South Wales 2168 Australia","Wilson Rd, Hinchinbrook, Sydney, New South Wales, 2168","(-33.90845000460206, 150.8654399825565, 0.0)"
338,1005,Woolworths Smkt,1647,Leichhardt Marketplace,9300633016470,Cnr Marion Street and Flood Street,Leichhardt,New South Wales,2040,Gary Diakovasilis,02 8565 9251,,23.07.2001,,"Cnr Marion Street and Flood Street, Leichhardt, New South Wales 2040 Australia","Marion St & Flood St, Leichhardt, Sydney, New South Wales, 2040","(-33.88419998524906, 151.1500200122362, 0.0)"
339,1005,Woolworths Smkt,1648,Nowra Stockland,9300633016487,"Shop 2, 32-60 East Street",Nowra,New South Wales,2541,Craig Scott,02 4448 2503,,15.08.2001,,"Shop 2, 32-60 East Street, Nowra, New South Wales 2541 Australia","32 East St, Unit 2, Nowra, Nowra - Bomaderry, New South Wales, 2541","(-34.876902180200865, 150.60631805593442, 0.0)"
340,1005,Woolworths Smkt,1649,Marrickville Metro,9300633016494,"Marrickville S/c, 34 Victoria Road",Marrickville,New South Wales,2204,Fred Boulos,02 8565 9254,,24.09.2001,,"Marrickville S/c, 34 Victoria Road, Marrickville, New South Wales 2204 Australia","34 Victoria Rd, Marrickville, Sydney, New South Wales, 2204","(-33.90681180353594, 151.1716925963628, 0.0)"
341,1005,Woolworths Smkt,1674,Tura Beach,9300633016746,Cnr Sapphire Coast Dve and Tura Beach,Tura Beach,New South Wales,2548,,02 6497 6003,,30.08.2010,,"Cnr Sapphire Coast Dve and Tura Beach, Tura Beach, New South Wales 2548 Australia","Sapphire Coast Dr & Tura Beach Dr, Bournda, Tura Beach, New South Wales, 2548","(-36.8624499844678, 149.912069993984, 0.0)"
342,1005,Woolworths Smkt,1680,Gloucester,9300633016807,111 - 115 Church Street,Gloucester,New South Wales,2422,,02 6537 2200,,27.06.2013,,"111 - 115 Church Street, Gloucester, New South Wales 2422 Australia","111-115 Church St, Gloucester, New South Wales, 2422","(-32.01014917903121, 151.9581427667095, 0.0)"
343,1005,Woolworths Smkt,1681,Leura,9300633016814,152 The Leura Mall,Leura,New South Wales,2780,Doris Cortis,02 4345 4500,,14.04.2011,,"152 The Leura Mall, Leura, New South Wales 2780 Australia","152 Leura Mall, Leura, Blue Mountains, New South Wales, 2780","(-33.713422940910526, 150.33164585490323, 0.0)"
344,1005,Woolworths Smkt,1685,Tamworth Eastpoint,9300633016852,Cnr Peel and Roderick Streets,Tamworth,New South Wales,2340,,02 5776 5705,,16.06.2015,,"Cnr Peel and Roderick Streets, Tamworth, New South Wales 2340 Australia","Peel St & Roderick St, Tamworth, New South Wales, 2340","(-31.096649996981327, 150.93526500786436, 0.0)"
345,1005,Woolworths Smkt,1719,Hampers Online,9300633017194,149c McCredie Road,Smithfield,New South Wales,2164,,02 8885 8213,,15.10.2013,,"149c McCredie Road, Smithfield, New South Wales 2164 Australia","149C McCredie Rd, Smithfield, Sydney, New South Wales, 2164","(-33.849458883398036, 150.9559189108166, 0.0)"
346,1005,Woolworths Smkt,1753,Warabrook,9300633017538,3 Angophora Drive,Warabrook,New South Wales,2304,Robin Pole,02 4902 2741,,05.03.2000,,"3 Angophora Drive, Warabrook, New South Wales 2304 Australia","3 Angophora Dr, Warabrook, Newcastle, New South Wales, 2304","(-32.886429001989974, 151.71928166026214, 0.0)"
347,1005,Woolworths Smkt,1757,Winston Hills,9300633017576,Caroline Chisholm Drive,Winston Hills,New South Wales,2153,Anthony Stephen,02 9677 6459,,08.03.1998,,"Caroline Chisholm Drive, Winston Hills, New South Wales 2153 Australia","Caroline Chisholm Dr, Winston Hills, Sydney, New South Wales, 2153","(-33.77255228616612, 150.96522867536373, 0.0)"
348,1005,Woolworths Smkt,1758,Carnes Hill,9300633017583,Cnr Cowpasture and Kurajong Roads,Carnes Hill,New South Wales,2171,Sasho Trpcevski,02 8785 3645,,14.11.1999,24007852,"Cnr Cowpasture and Kurajong Roads, Carnes Hill, New South Wales 2171 Australia","Cowpasture Rd & Kurrajong Rd, Carnes Hill, Sydney, New South Wales, 2171","(-33.935719981759654, 150.8432700162955, 0.0)"
349,1005,Woolworths Smkt,1759,Granville,9300633017590,Cnr Louis and Blaxcell Streets,Granville,New South Wales,2142,Con Liveris,02 8633 2937,,28.11.1999,,"Cnr Louis and Blaxcell Streets, Granville, New South Wales 2142 Australia","Louis St & Blaxcell St, Granville, Sydney, New South Wales, 2142","(-33.84148501038621, 151.0105399885264, 0.0)"
